name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets
,,,,,,30ml Eau de toilette,3423222052409,1450000,standard,100,,,
Nước hoa nữ Marc Jacobs Daisy Eau So Intense EDP,nuoc-hoa-nu-marc-jacobs-daisy-eau-so-intense-edp,"Hương đầu: Dâu Tây, Lê, Cam Bergamot<br/>
Hương giữa: Mật Ong, Hoa Nhài, Hoa Hồng<br/>
Hương cuối: Benzoin, Rêu, Vani, Xạ Hương 
<p>Với sự hợp tác của nhà pha chế nước hoa bậc thầy Albert Morilla, Marc Jacobs vừa tung ra một sáng tạo mới đầy thách thức thuộc bộ sưu tập Daisy với vẻ đẹp tươi vui và rực rỡ. <strong>Marc Jacobs Daisy Eau So Intense</strong> được rót vào những giọt mật ong sánh mịn để tạo nên vị ngọt đậm đà và say đắm hơn so với những dòng nước hoa Daisy trước đó. Hương thơm được mô tả là phong phú, sôi động như thể đang chứa đựng thứ ánh sáng lấp lánh làm không gian trở nên bừng sáng. </p>
<p><strong>Marc Jacobs Daisy Eau So Intense</strong> là phiên bản mới nhất của Daisy 2007,<strong> </strong>giống như là cô gái đã lớn, nay đã trưởng thành từ những ngày còn là thanh thiếu niên năm 2007. Sản phẩm mang hương thơm cuốn hút, ngọt ngào của nhóm hương hoa cỏ phương đông. Cho nàng thêm tươi trẻ, tự tin và thu hút khi đứng giữa đám đông. Sản phẩm giống như một phiên bản hoàn chỉnh về cả hương thơm lẫn phong cách. Đến với năm 2021, Daisy không còn là một cô gái vô tư, dễ thương nữa mà trở nên thưởng thành, tự tin hơn. </p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/12/uri/1640188502.5865.jpg"" alt=""""/></p>
<p><strong>Marc Jacobs Daisy Eau So Intense</strong> là chân dung một người phụ nữ khác hẳn, không còn đơn thuần là vẻ đẹp trong sáng, mỏng manh mà từng đường nét đã trở nên sắc sảo và cám dỗ mãnh liệt hơn. Trong phần mở đầu <strong>Marc Jacobs Daisy Eau So Intense</strong> vẫn giữ nguyên thành phần đặc trưng của các phiên bản Daisy với hương thơm từ quả dâu tây ngon ngọt, được kết hợp với cam Bergamot và lê giòn tươi, mọng nước. Vị ngọt nhẹ của trái cây dần được nhấn mạnh hơn nhờ vào sự góp mặt của mật ong, kết hợp với hương hoa nhài và nụ hoa hồng. Trong hoa vốn đã có mùi hương từ mật, lại được phủ một lớp mật lên phần cánh mỏng manh, yếu tố ngọt ngào được nhấn mạnh khiến sự hấp dẫn trở nên quyết liệt hơn. Khi đã đủ thuyết phục, Marc Jacobs Daisy Eau So Intense dần trở nên ấm áp và dịu dàng với sự pha trộn của benzoin, vani và xạ hương, với sự bổ sung của rêu.</p>
<p>Với <strong>Marc Jacobs Daisy Eau So Intense</strong><strong> EDP, </strong>nét ngọt ngào, trưởng thành của nàng được nhìn nhận một cách rõ nét hơn. Sự trưởng thành ở đây không phải là sự già dặn mà là sự. <strong>Daisy Eau So Intense</strong><strong> </strong>nổi trội giữa thế giới nước hoa với hàng ngàn hương thơm mang phong cách khác nhau. Kết hợp cùng làn da mịn màng của nàng cho sự xuất hiện của nàng thêm ấn tượng và thanh lịch.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/12/uri/1640188502.4421.jpg"" alt=""""/></p>
<p>Giữ nguyên thiết kế như phiên bản gốc Daisy 2007, thân chai nhỏ gọn nổi bật lên là chiếc nắp chai đính bông hoa cúc họa mi bản to. Cánh hoa cúc họa mi trắng muốt cùng chiếc nhụy hoa vàng được tráng lớp lim loại vàng sáng loáng. Thân chai được làm bằng chất liệu thủy tinh cao cấp trong suốt. Tinh chất nước hoa nay trở nên đậm màu vàng mật ong ngọt ngào hơn để đánh dấu sự khác biệt. Vẻ đẹp vừa đơn giản lại vừa nữ tính của<strong> Marc Jacobs Daisy Eau So Intense </strong>lay động biết bao cô gái.</p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200146_389960.png,Sản phẩm:Nước hoa|Nhãn hiệu:Marc Jacobs|Giới tính:Nữ|Xuất xứ:Mỹ|Phát hành:2021|Nồng độ:Eau De Parfum|Nhóm hương:Hương Hoa Cỏ Phương Đông|Nhóm hương:Oriental Floral|Phong cách:Ngọt Ngào|Phong cách:Nữ Tính|Phong cách:Cuốn Hút,size,100ml Eau de parfum,3616301776024,4550000,standard,100,,,
,,,,,,100ml Eau de parfum (Tester),3616300921043,3470000,standard,100,,,
,,,,,,50ml Eau de parfum,3616301776017,3190000,standard,100,,,
,,,,,,30ml Eau de parfum,3616301776000,2290000,standard,100,,,
,,,,,,4ml Eau de parfum (Mini),3616300921067,495000,standard,100,,,
Nước hoa nữ Versace Pour Femme Dylan Turquoise EDT,nuoc-hoa-nu-versace-pour-femme-dylan-turquoise-edt,"Hương đầu: Chanh, Quýt hồng, Hồng tiêu<br/>
Hương giữa: Ổi, Hoa linh lan, Hoa nhài, Lá lý chua<br/>
Hương cuối: Gỗ lành, Xạ hương, Gỗ tuyết tùng 
<p><strong>Versace Pour Femme Dylan Turquoise</strong> là một hương thơm mới cho nữ giới được thương hiệu Versace cho ra mắt năm 2020. Mùi hương là sự kết hợp giữa truyền thống và hiện đại, tạo cho ta cảm giác như được chạy trốn đến những hòn đảo xa xôi với trời xanh và làn nước trong vắt lấp lánh. Nó cũng được lấy cảm hứng từ làn gió biển nhẹ nhàng mơn trớn trên da và đánh thức các giác quan, tái tạo tâm hồn. Đó là một hương thơm gợi nhớ đến nắng ấm và những ngày hè sôi động.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/12/uri/1639976084.8688.jpg"" alt=""""/></p>
<p><strong>Versace Pour Femme Dylan Turquoise</strong> sở hữu một thiết kế vô cùng độc đáo từ vẻ ngoài cho đến bên trong khiến cho chai nước hoa này dần trở nên phổ biến đến giới hâm mộ ngày một nhiều hơn. Thiết kế chai là một biểu hiện của thiết kế sáng tạo, đường cong thanh lịch của nó mang đến cảm giác như một chiếc bình amphora của văn hóa Hy Lạp và thần thoại. Thân chai phủ một lớp mờ phản chiếu làn nước nước hoa màu xanh lam bên trong lấp lánh như một viên pha lê của biển cả. Các chữ cái tên thương hiệu theo phong cách Baroque được khéo léo khắc nổi trên phần thân kim của chai như một tác phẩm nghệ thuật.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/12/uri/1639976085.0059.jpg"" alt=""""/></p>
<p>Mở đầu bằng các loại Trái cây tươi mát tượng trưng cho những điều ngọt ngào, rồi nhẹ nhàng thả mình tan vào cùng nốt hương Hồng tiêu, <strong>Dylan Turquoise</strong> trong giai đoạn này không chỉ toát ra sự gợi cảm cho người phụ nữ mà còn thể hiện được sự táo bạo, thu hút dành cho các nàng. Tuy nhiên, những chiếc chìa khóa thực sự mở ra sự tinh túy của <strong>Dylan Turquoise</strong> đó chính là những nốt hương chủ đạo đến từ Ổi, Gỗ lành và Xạ hương. Tươi mát và sảng khoái, ngọt ngào nhưng sâu lắng, không kém phần gợi cảm và tinh tế, <strong>Dylan Turquoise</strong> mở ra một khía đầy quyến rũ và cuốn hút của người phụ nữ hiện đại.</p>
<p>Chính nhờ sự kết hợp tuyệt vời giữa tầng hương giữa và tầng hương cuối, Versace Pour Femme Dylan Turquoise đã khai thác được toàn bộ những cảm xúc ấm áp, lãng mạn ẩn sâu bên trong đôi mắt người phụ nữ mà bất kì gã đàn ông nào cũng phải xiêu lòng.</p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200145_149286.png,Sản phẩm:Nước hoa|Nhãn hiệu:Versace|Giới tính:Nữ|Xuất xứ:Ý|Phát hành:2020|Nồng độ:Eau De Toilette|Nhóm hương:Hương Hoa Cỏ Trái Cây|Nhóm hương:Floral Fruity|Phong cách:Nữ Tính|Phong cách:Thanh Lịch|Phong cách:Tinh Tế,size,100ml Eau de toilette,8011003858552,2706000,standard,100,,,
,,,,,,50ml Eau de toilette,8011003858545,2290000,standard,100,,,
Nước hoa nữ Carolina Herrera Good Girl Superstars EDP,nuoc-hoa-nu-carolina-herrera-good-girl-superstars-edp,"Hương đầu: Hạnh nhân, cà phê<br/>
Hương giữa: Hoa huệ và hoa nhài Sambac<br/>
Hương cuối: Đậu Tonka &amp; Ca cao 
<p>Nắm bắt sự táo bạo của quý cô rock chick, Good Girl Superstars EDP ra đời như một lời tôn vinh ngôi sao tự tin bên trong bạn. Phiên bản mùi hương Good Girl đầy huyền thoại và chói lọi của nhà Carolina Herrera hứa hẹn sẽ đã đánh cắp trái tim của mọi quý cô nhờ vào sắc bạc lấp lánh của &#34;giày gót nhọn&#34; mang tính biểu tượng.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/12/uri/1638981785.9456.jpg"" alt=""""/></p>
<p>Good Girl Superstars EDP là hương thơm táo bạo nhưng tinh tế được lấy cảm hứng từ tầm nhìn độc đáo của Carolina Herrera về tính cách đối lập của người phụ nữ hiện đại: mạnh mẽ và vui tươi, thanh lịch và gợi cảm. Các yếu tố sáng và tối được kết hợp khéo léo để tạo nên hương thơm tinh tế, duyên dáng pha chút bí ẩn. Những phẩm chất ngọt ngào, quyến rũ của hoa nhài mang lại cho Good Girl vẻ nữ tính tươi sáng. Ca cao thơm nồng và Tonka say mê thể hiện khía cạnh bí ẩn của Good Girl, trong khi hạnh nhân và cà phê mang đến những nốt hương sống động táo bạo.</p>
<p>Chiếc giày gót nhọn mang tính biểu tượng của Good Girl nay được pha trộn tinh tế giữa vẻ đẹp của haute couture và kỹ thuật hiện đại, Good Girl Superstars được đánh giá là ngôi sao thời đại mới với thiết kế phủ đầy kim tuyến lấp lánh, như tác phẩm ngoạn mục đưa nàng đến đúng tinh thần &#34;guaranteed to steal the show&#34; mà thương hiệu hướng đến. </p>
<p> </p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200139_252644.png,Sản phẩm:Nước hoa|Nhãn hiệu:Carolina Herrera|Giới tính:Nữ|Xuất xứ:Mỹ|Phát hành:2021|Nồng độ:Eau De Parfum|Nhóm hương:Hương Va|Nhóm hương:Ni Phương Đông|Nhóm hương:Oriental Vanilla|Phong cách:Nữ Tính|Phong cách:Nổi Bật|Phong cách:Toả Sáng,,,8411061995495,2590000,standard,100,,,
Nước hoa nữ Coach Dreams Sunset EDP,nuoc-hoa-nu-coach-dreams-sunset-edp,"Hương đầu: Kem lê Cam Bergamot; <br/>
Hương giữa: Hoa mộc lan và Hoa nhài Sambac; <br/>
Hương cuối: Vanilla, đậu Tonka 
<p>Nước hoa nữ Coach Dreams Sunset EDP - dòng nước hoa mới nhất của thương hiệu Coach đã mô tả về những cô gái trẻ tự do khám phá, trải nghiệm những điều mới lạ, khác biệt xung quanh mình. Dreams Sunset mang hương thơm nhẹ nhàng, trẻ trung, phóng khoáng. </p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/12/uri/1638960285.3333.jpg"" alt=""""/></p>
<p>Chuyến hành trình trên những cung đường ngập tràn nắng và gió ở miền Tây Hoa Kỳ vẫn tiếp diễn, những nàng thơ của Coach đang lướt qua sa mạc California trong một cuộc phiêu lưu mới để đến với những giấc mơ mới, lãng mạn hơn và thi vị hơn. Họ cùng nhau vẽ tranh, ca hát và nhảy múa, lạc quan và yêu đời. Bóng chiều bảng lảng ánh hoàng hôn. Những tia nắng cuối ngày nhuộm vàng cả sa mạc, bầu trời và cả những giấc mơ ấp ủ đang tìm kiếm con đường để trở thành hiện thực.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/12/uri/1638960285.2134.jpg"" alt=""""/></p>
<p>Ẩn trong chiếc hộp màu vàng hồng lấp lánh cùng những họa tiết thơ mộng và vui tươi, nhà chế tác Nathalie Lorson mang đến một làn hương Hoa Gỗ Phương Đông (Oriental Floral Woody), rực rỡ và sôi nổi nhưng cũng rất thi vị và hoài niệm với những nốt hương thanh mát của Lê, Cam Bergamot, Hoa Nhài, Hoa Mộc Lan và chút ngọt bùi nồng nàn của Đậu Tonka và Vani.</p>
<p>Coach Dreams Sunset EDP với hiệu ứng chuyển màu tinh tế như chứa đựng cả một trời hoàng hôn mơ màng trong chiếc lọ thủy tinh xinh xắn: là màu nắng vàng lấp lánh, dịu dàng và ấm áp, lấp ló ánh mặt trời đỏ đang từ từ lặn xuống ở phía xa. Logo cỗ xe ngựa được chạm nổi tinh tế trên thân chai, điểm thêm một vòng da màu ngọc trai nơi cổ chai và không thể thiếu một bông hoa trà....tất cả đều là những hình ảnh mang tính biểu tượng và gợi nhắc đến những giá trị cốt lõi của thương hiệu.</p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200137_310663.png,Sản phẩm:Nước hoa|Nhãn hiệu:Coach|Giới tính:Nữ|Xuất xứ:Mỹ|Phát hành:2021|Nồng độ:Eau De Parfum|Nhóm hương:Hương Hoa Cỏ Phương Đông|Nhóm hương:Oriental Floral|Phong cách:Trẻ Trung|Phong cách:Nhẹ Nhàng|Phong cách:Nữ Tính,size,90ml Eau de parfum,3386460123501,3100000,standard,100,,,
,,,,,,90ml Eau de parfum (Tester),3386460123587,2500000,standard,100,,,
,,,,,,60ml Eau de parfum,3386460123518,2350000,standard,100,,,
,,,,,,40ml Eau de parfum,3386460123525,1400000,standard,100,,,
Nước hoa nữ Moschino Toy 2 Bubble Gum For Women EDT,nuoc-hoa-nu-moschino-toy-2-bubble-gum-for-women-edt,"Hương đầu: Kẹo Trái Cây, Cam Đắng, Chanh Vàng <br/>
Hương giữa: Kẹo Cao Su, Hoa Hồng, Việt Quất, Quế, Đào, Gừng, Hoa Anh Đào. <br/>
Hương cuối: Ambroxan, Tuyết Tùng, Xạ Hương 
<p>Ra mắt vào năm 2021, nước hoa nữ Moschino Toy 2 Bubble Gum For Women EDT đã khẳng định Moschino là một thương hiệu đặc biệt về thời trang và nước hoa khi ra mắt loạt Toy, đặc biệt là Toy 2 và Toy Boy. Hai dòng nước hoa này đã từng gây sóng trong cộng đồng nước hoa quốc tế trong vài năm qua và Toy 2 Bubble Gum hứa hẹn cũng sẽ có được những tiếng vang tương tự.</p>
<p>Nếu bạn đang tìm một mùi hương dành cho mùa hè thu, nhưng cảm thấy không quá ấn tượng với những mùi hương tươi mát với tone mùi chủ đạo là cam, quýt hay bưởi, thì Moschino Toy 2 sẽ giúp bạn trả lời được câu hỏi đó. Moschino Toy 2 tô điểm cho mùa hè của bất kỳ cô gái nào, biến sự nóng nực, khó chịu trở nên tươi mát và dễ chịu, nhưng vẫn đủ độ ngọt thanh nhẹ để khiến bạn cảm thấy tự tin, cuốn hút và nổi bật trước mọi không gian và thời gian.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/11/uri/1636621579.3217.png"" alt=""""/></p>
<p>Mùi hương này có sự tươi mát của trái cây, cam quýt, đào và hương hoa. Nhưng cảm giác nó đã gói một lượng kha khá đường. Sau đó, nó biến đổi thành một hương hoa trái cây cực kỳ ngọt ngào. Tầng hương giữa bùng nổ trong hương quế, những bông hoa trừu tượng với hoa Hồng lấp ló qua chúng và sự kết hợp Vani - Caramel - Tonka siêu nồng nhiệt để chấm dứt mọi cơn thèm đường qua khứu giác. Và tâm hương mạnh mẽ này theo bạn khắp mọi nơi trong nhiều giờ. Quả lý chua đen cũng có góp mặt, nhưng không phải với khía cạnh xanh vờn cỏ cây của nó mà như kiểu một loại siro vị trái cây. Trên thực tế, siro là từ để mô tả tốt nhất sự pha chế này, ngay cả khi có những khía cạnh thủy sinh, thiên nhiên để mang lại chút ánh sáng cho nó.</p>
<p>Thiết kế chai Nước Hoa Moschino Toy 2 EDP 100ml cực kỳ ấn tượng với hình ảnh chú gấu Teddy Bear màu hồng dễ thương, kết hợp với thủy tinh trong và thủy tinh mờ, khiến cho bao con tim phải xốn xang, mong muốn sở hữu. Nắp chai Toy 2 cũng chính là phần đầu của chú gấu Teddy Bear với vòng cổ bạc nổi bật đầy tinh tế.</p>
<p> </p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200131_993235.png,Sản phẩm:Nước hoa|Nhãn hiệu:Moschino|Giới tính:Nữ|Xuất xứ:Ý|Phát hành:2021|Nồng độ:Eau De Toilette|Nhóm hương:Hoa Cỏ Trái Cây Thực Phẩm|Nhóm hương:Floral Fruity Gourmand|Phong cách:Ngọt Ngào|Phong cách:Trẻ Trung|Phong cách:Dễ Thương,size,100ml Eau de toilette,8011003864089,2350000,standard,100,,,
